Reaction,url,KOs,Rule,Notes,Unclear,effector,anchor,auxiliary,carrier,pts,subunit,chain,reductase component,orthology
R03315,https://www.genome.jp/dbget-bin/www_bget?rn:R03315,"K16330,K16328","K16330,K16328",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K16328': 'pseudouridine kinase [EC:2.7.1.83]',
 'K16330': 'pseudouridylate synthase / pseudouridine kinase [EC:4.2.1.70 '
           '2.7.1.83]'}"
R03321,https://www.genome.jp/dbget-bin/www_bget?rn:R03321,"K13810,K15916,K06859,K01810","K13810,K15916,K06859,K01810",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01810': 'glucose-6-phosphate isomerase [EC:5.3.1.9]',
 'K06859': 'glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]',
 'K13810': 'transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]',
 'K15916': 'glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]'}"
R03325,https://www.genome.jp/dbget-bin/www_bget?rn:R03325,"K00212,K05295","K00212,K05295",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00212': '20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol '
           'dehydrogenase [EC:1.1.1.149 1.1.1.357 1.3.1.20]',
 'K05295': '20alpha-hydroxysteroid dehydrogenase [EC:1.1.1.149]'}"
R03329,https://www.genome.jp/dbget-bin/www_bget?rn:R03329,"K07433,K00497","K07433,K00497",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00497': 'steroid 11beta-monooxygenase [EC:1.14.15.4]',
 'K07433': 'steroid 11beta-monooxygenase / corticosterone 18-monooxygenase '
           '[EC:1.14.15.4 1.14.15.5]'}"
R03337,https://www.genome.jp/dbget-bin/www_bget?rn:R03337,"K18606,K23109,K13574","K18606,K23109,K13574",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K13574': 'hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-]',
 'K18606': 'hydroxyphenylpyruvate reductase [EC:1.1.1.237]',
 'K23109': 'aromatic 2-oxoacid reductase [EC:1.1.1.110]'}"
R03339,https://www.genome.jp/dbget-bin/www_bget?rn:R03339,"K18606,K13574","K18606,K13574",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K13574': 'hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-]',
 'K18606': 'hydroxyphenylpyruvate reductase [EC:1.1.1.237]'}"
R03346,https://www.genome.jp/dbget-bin/www_bget?rn:R03346,"K08723,K11751,K01081,K03787,K18550,K20881,K18551","K08723,K11751,K01081,K03787,K18550,K20881,K18551",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01081': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K03787': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K08723': ""5'-nucleotidase [EC:3.1.3.5]"",
 'K11751': ""5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]"",
 'K18550': ""IMP and pyridine-specific 5'-nucleotidase [EC:3.1.3.99 3.1.3.-]"",
 'K18551': ""pyrimidine and pyridine-specific 5'-nucleotidase [EC:3.1.3.-]"",
 'K20881': ""5'-nucleotidase [EC:3.1.3.5]""}"
R03355,https://www.genome.jp/dbget-bin/www_bget?rn:R03355,"K12309,K01190","K12309,K01190",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01190': 'beta-galactosidase [EC:3.2.1.23]',
 'K12309': 'beta-galactosidase [EC:3.2.1.23]'}"
R03362,https://www.genome.jp/dbget-bin/www_bget?rn:R03362,"K02649,K00923,K00914","K02649,K00923,K00914",,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K00914': 'phosphatidylinositol 3-kinase [EC:2.7.1.137]',
 'K00923': 'phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154]',
 'K02649': 'phosphoinositide-3-kinase regulatory subunit alpha/beta/delta'}"
R03363,https://www.genome.jp/dbget-bin/www_bget?rn:R03363,"K01110,K01108","K01110,K01108",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01108': 'myotubularin [EC:3.1.3.64 3.1.3.95]',
 'K01110': 'phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and '
           'dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 '
           '3.1.3.67]'}"
R03367,https://www.genome.jp/dbget-bin/www_bget?rn:R03367,"K20039,K03186","K20039,K03186",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K03186': 'flavin prenyltransferase [EC:2.5.1.129]',
 'K20039': 'phenacrylate decarboxylase [EC:4.1.1.102]'}"
R03370,https://www.genome.jp/dbget-bin/www_bget?rn:R03370,"K03922,K03921","K03922,K03921",,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"{'K03921': 'acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 '
           '1.14.19.26]',
 'K03922': 'acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]'}"
R03376,https://www.genome.jp/dbget-bin/www_bget?rn:R03376,"K13646,K13645,K00473,K13647","K13646,K13645,K00473,K13647",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00473': 'procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]',
 'K13645': 'procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [EC:1.14.11.4]',
 'K13646': 'lysyl hydroxylase/galactosyltransferase/glucosyltransferase '
           '[EC:1.14.11.4 2.4.1.50 2.4.1.66]',
 'K13647': 'procollagen-lysine,2-oxoglutarate 5-dioxygenase, invertebrate '
           '[EC:1.14.11.4]'}"
R03380,https://www.genome.jp/dbget-bin/www_bget?rn:R03380,"K13646,K11703","K13646,K11703",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K11703': 'collagen beta-1,O-galactosyltransferase [EC:2.4.1.50]',
 'K13646': 'lysyl hydroxylase/galactosyltransferase/glucosyltransferase '
           '[EC:1.14.11.4 2.4.1.50 2.4.1.66]'}"
R03383,https://www.genome.jp/dbget-bin/www_bget?rn:R03383,"K18662,K18661,K18660","K18662,K18661,K18660",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K18660': 'malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]',
 'K18661': 'malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]',
 'K18662': 'malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]'}"
R03391,https://www.genome.jp/dbget-bin/www_bget?rn:R03391,"K00523,K12452","K00523,K12452",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00523': 'CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]',
 'K12452': 'CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]'}"
R03392,https://www.genome.jp/dbget-bin/www_bget?rn:R03392,"K00523,K12452","K00523,K12452",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00523': 'CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]',
 'K12452': 'CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]'}"
R03393,https://www.genome.jp/dbget-bin/www_bget?rn:R03393,"K01107,K15422","K01107,K15422",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01107': 'inositol polyphosphate 1-phosphatase [EC:3.1.3.57]',
 'K15422': ""3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate ""
           '1-phosphatase [EC:3.1.3.7 3.1.3.57]'}"
R03394,https://www.genome.jp/dbget-bin/www_bget?rn:R03394,"K01106,K24221,K24222","K01106,K24221,K24222",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01106': 'inositol polyphosphate 5-phosphatase INPP5A [EC:3.1.3.56]',
 'K24221': 'type I inositol polyphosphate 5-phosphatase IP5P1/2 [EC:3.1.3.56]',
 'K24222': 'inositol polyphosphate 5-phosphatase INPP5J/K [EC:3.1.3.56]'}"
R03409,https://www.genome.jp/dbget-bin/www_bget?rn:R03409,"K01524,K01514","K01524,K01514",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01514': 'exopolyphosphatase [EC:3.6.1.11]',
 'K01524': ""exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate ""
           'pyrophosphatase [EC:3.6.1.11 3.6.1.40]'}"
R03416,https://www.genome.jp/dbget-bin/www_bget?rn:R03416,"K14621,K06128,K14676","K14621,K06128,K14676",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K06128': 'lysophospholipase I [EC:3.1.1.5]',
 'K14621': 'phospholipase B1, membrane-associated [EC:3.1.1.4 3.1.1.5]',
 'K14676': 'lysophospholipid hydrolase [EC:3.1.1.5]'}"
R03417,https://www.genome.jp/dbget-bin/www_bget?rn:R03417,"K14621,K06130,K14676","K14621,K06130,K14676",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K06130': 'lysophospholipase II [EC:3.1.1.5]',
 'K14621': 'phospholipase B1, membrane-associated [EC:3.1.1.4 3.1.1.5]',
 'K14676': 'lysophospholipid hydrolase [EC:3.1.1.5]'}"
R03425,https://www.genome.jp/dbget-bin/www_bget?rn:R03425,"K00282,K00283,K00281","K00281,K00282+K00283",,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K00281': 'glycine dehydrogenase [EC:1.4.4.2]',
 'K00282': 'glycine dehydrogenase subunit 1 [EC:1.4.4.2]',
 'K00283': 'glycine dehydrogenase subunit 2 [EC:1.4.4.2]'}"
R03428,https://www.genome.jp/dbget-bin/www_bget?rn:R03428,"K01765,K00913","K01765,K00913",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00913': 'inositol-1,3,4-trisphosphate 5/6-kinase / '
           'inositol-tetrakisphosphate 1-kinase [EC:2.7.1.159 2.7.1.134]',
 'K01765': 'inositol-1,3,4-trisphosphate 5/6-kinase [EC:2.7.1.159]'}"
R03437,https://www.genome.jp/dbget-bin/www_bget?rn:R03437,"K13512,K13510,K13519","K13512,K13510,K13519",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K13510': 'lysophosphatidylcholine acyltransferase / lyso-PAF '
           'acetyltransferase [EC:2.3.1.23 2.3.1.67]',
 'K13512': 'lysophospholipid acyltransferase [EC:2.3.1.23 2.3.1.-]',
 'K13519': 'lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.23 2.3.1.-]'}"
R03470,https://www.genome.jp/dbget-bin/www_bget?rn:R03470,"K01607,K14727","K01607,K14727",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01607': '4-carboxymuconolactone decarboxylase [EC:4.1.1.44]',
 'K14727': '3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase '
           '[EC:3.1.1.24 4.1.1.44]'}"
R03494,https://www.genome.jp/dbget-bin/www_bget?rn:R03494,"K13778,K13777",K13778+K13777,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K13777': 'geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]',
 'K13778': 'geranyl-CoA carboxylase beta subunit [EC:6.4.1.5]'}"
R03522,https://www.genome.jp/dbget-bin/www_bget?rn:R03522,"K04097,K23790,K13299,K00799,K21888","K04097,K23790,K13299,K00799,K21888",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00799': 'glutathione S-transferase [EC:2.5.1.18]',
 'K04097': 'prostaglandin-H2 D-isomerase / glutathione transferase '
           '[EC:5.3.99.2 2.5.1.18]',
 'K13299': 'glutathione S-transferase kappa 1 [EC:2.5.1.18]',
 'K21888': 'glutathione dehydrogenase/transferase [EC:1.8.5.1 2.5.1.18]',
 'K23790': 'glutathione S-transferase P [EC:2.5.1.18]'}"
R03527,https://www.genome.jp/dbget-bin/www_bget?rn:R03527,"K05350,K01188,K05349","K05350,K01188,K05349",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01188': 'beta-glucosidase [EC:3.2.1.21]',
 'K05349': 'beta-glucosidase [EC:3.2.1.21]',
 'K05350': 'beta-glucosidase [EC:3.2.1.21]'}"
R03530,https://www.genome.jp/dbget-bin/www_bget?rn:R03530,"K00940,K18533","K00940,K18533",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00940': 'nucleoside-diphosphate kinase [EC:2.7.4.6]',
 'K18533': 'adenylate/nucleoside-diphosphate kinase [EC:2.7.4.3 2.7.4.6]'}"
R03531,https://www.genome.jp/dbget-bin/www_bget?rn:R03531,"K02428,K01519","K02428,K01519",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01519': 'inosine triphosphate pyrophosphatase [EC:3.6.1.-]',
 'K02428': 'XTP/dITP diphosphohydrolase [EC:3.6.1.66]'}"
R03537,https://www.genome.jp/dbget-bin/www_bget?rn:R03537,"K24670,K01119,K08693,K09769","K24670,K01119,K08693,K09769",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01119': ""2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase ""
           '[EC:3.1.4.16 3.1.3.6]',
 'K08693': ""2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / ""
           ""5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]"",
 'K09769': ""2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]"",
 'K24670': ""2',3'-cyclic-nucleotide 2'-phosphodiesterase / phosphoenolpyruvate ""
           'phosphatase [EC:3.1.4.16 3.1.3.60]'}"
R03538,https://www.genome.jp/dbget-bin/www_bget?rn:R03538,"K24670,K01119,K08693,K09769","K24670,K01119,K08693,K09769",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01119': ""2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase ""
           '[EC:3.1.4.16 3.1.3.6]',
 'K08693': ""2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / ""
           ""5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]"",
 'K09769': ""2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]"",
 'K24670': ""2',3'-cyclic-nucleotide 2'-phosphodiesterase / phosphoenolpyruvate ""
           'phosphatase [EC:3.1.4.16 3.1.3.60]'}"
R03549,https://www.genome.jp/dbget-bin/www_bget?rn:R03549,"K00448,K00449",K00448+K00449,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K00448': 'protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]',
 'K00449': 'protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]'}"
R03550,https://www.genome.jp/dbget-bin/www_bget?rn:R03550,"K04099,K04100,K04101","K04099,K04100+K04101",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"{'K04099': 'gallate dioxygenase [EC:1.13.11.57]',
 'K04100': 'protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]',
 'K04101': 'protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]'}"
R03592,https://www.genome.jp/dbget-bin/www_bget?rn:R03592,"K13394,K03378","K13394,K03378",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K03378': 'morphine 6-dehydrogenase [EC:1.1.1.218]',
 'K13394': 'codeinone reductase [EC:1.1.1.247]'}"
R03596,https://www.genome.jp/dbget-bin/www_bget?rn:R03596,"K00384,K22182","K00384,K22182",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00384': 'thioredoxin reductase (NADPH) [EC:1.8.1.9]',
 'K22182': 'thioredoxin reductase (NADPH) [EC:1.8.1.9]'}"
R03599,https://www.genome.jp/dbget-bin/www_bget?rn:R03599,"K11717,K01763","K11717,K01763",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01763': 'selenocysteine lyase [EC:4.4.1.16]',
 'K11717': 'cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]'}"
R03601,https://www.genome.jp/dbget-bin/www_bget?rn:R03601,"K13034,K01738,K10150","K13034,K01738,K10150",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01738': 'cysteine synthase [EC:2.5.1.47]',
 'K10150': 'cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine '
           'beta-synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]',
 'K13034': 'L-3-cyanoalanine synthase/ cysteine synthase [EC:2.5.1.47 4.4.1.9]'}"
R03626,https://www.genome.jp/dbget-bin/www_bget?rn:R03626,"K00454,K00460","K00454,K00460",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00454': 'lipoxygenase [EC:1.13.11.12]',
 'K00460': 'arachidonate 15-lipoxygenase [EC:1.13.11.33]'}"
R03629,https://www.genome.jp/dbget-bin/www_bget?rn:R03629,"K07408,K07409,K07410,K14338","K07408,K07409,K07410,K14338",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K07408': 'cytochrome P450 family 1 subfamily A1 [EC:1.14.14.1]',
 'K07409': 'cytochrome P450 family 1 subfamily A2 [EC:1.14.14.1]',
 'K07410': 'cytochrome P450 family 1 subfamily B1 [EC:1.14.14.1]',
 'K14338': 'cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 '
           '1.6.2.4]'}"
R03634,https://www.genome.jp/dbget-bin/www_bget?rn:R03634,"K07407,K07406,K01189","K07407,K07406,K01189",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01189': 'alpha-galactosidase [EC:3.2.1.22]',
 'K07406': 'alpha-galactosidase [EC:3.2.1.22]',
 'K07407': 'alpha-galactosidase [EC:3.2.1.22]'}"
R03643,https://www.genome.jp/dbget-bin/www_bget?rn:R03643,"K00355,K19267,K03809","K00355,K19267,K03809",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00355': 'NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]',
 'K03809': 'NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]',
 'K19267': 'NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]'}"
R03650,https://www.genome.jp/dbget-bin/www_bget?rn:R03650,"K01884,K01883","K01884,K01883",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01883': 'cysteinyl-tRNA synthetase [EC:6.1.1.16]',
 'K01884': 'cysteinyl-tRNA synthetase, unknown class [EC:6.1.1.16]'}"
R03654,https://www.genome.jp/dbget-bin/www_bget?rn:R03654,"K01879,K01880,K01878,K14164","K14164,K01880,K01879+K01878",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"{'K01878': 'glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]',
 'K01879': 'glycyl-tRNA synthetase beta chain [EC:6.1.1.14]',
 'K01880': 'glycyl-tRNA synthetase [EC:6.1.1.14]',
 'K14164': 'glycyl-tRNA synthetase [EC:6.1.1.14]'}"
R03658,https://www.genome.jp/dbget-bin/www_bget?rn:R03658,"K04567,K04566","K04567,K04566",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K04566': 'lysyl-tRNA synthetase, class I [EC:6.1.1.6]',
 'K04567': 'lysyl-tRNA synthetase, class II [EC:6.1.1.6]'}"
R03660,https://www.genome.jp/dbget-bin/www_bget?rn:R03660,"K01890,K01889",K01890+K01889,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"{'K01889': 'phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]',
 'K01890': 'phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]'}"
R03661,https://www.genome.jp/dbget-bin/www_bget?rn:R03661,"K14163,K01881","K14163,K01881",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01881': 'prolyl-tRNA synthetase [EC:6.1.1.15]',
 'K14163': 'bifunctional glutamyl/prolyl-tRNA synthetase [EC:6.1.1.17 '
           '6.1.1.15]'}"
R03673,https://www.genome.jp/dbget-bin/www_bget?rn:R03673,"K22203,K01827","K22203,K01827",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01827': 'dopachrome tautomerase [EC:5.3.3.12]',
 'K22203': 'dopachrome tautomerase [EC:5.3.3.12]'}"
R03707,https://www.genome.jp/dbget-bin/www_bget?rn:R03707,"K18009,K03366","K18009,K03366",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K03366': 'meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / '
           'diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]',
 'K18009': 'meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / '
           'diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]'}"
R03749,https://www.genome.jp/dbget-bin/www_bget?rn:R03749,"K22596,K00682","K22596,K00682",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00682': 'gamma-glutamylcyclotransferase [EC:4.3.2.9]',
 'K22596': 'gamma-glutamylcyclotransferase, plant [EC:4.3.2.9]'}"
R03751,https://www.genome.jp/dbget-bin/www_bget?rn:R03751,"K14731,K01053","K14731,K01053",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01053': 'gluconolactonase [EC:3.1.1.17]',
 'K14731': 'epsilon-lactone hydrolase [EC:3.1.1.83]'}"
R03755,https://www.genome.jp/dbget-bin/www_bget?rn:R03755,"K14458,K14456,K14457","K14458,K14456,K14457",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K14456': '2-acylglycerol O-acyltransferase 3 [EC:2.3.1.20 2.3.1.22]',
 'K14457': '2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22]',
 'K14458': '2-acylglycerol O-acyltransferase 1 [EC:2.3.1.22]'}"
R03756,https://www.genome.jp/dbget-bin/www_bget?rn:R03756,"K14457,K14456,K14458","K14457,K14456,K14458",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K14456': '2-acylglycerol O-acyltransferase 3 [EC:2.3.1.20 2.3.1.22]',
 'K14457': '2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22]',
 'K14458': '2-acylglycerol O-acyltransferase 1 [EC:2.3.1.22]'}"
R03816,https://www.genome.jp/dbget-bin/www_bget?rn:R03816,"K00355,K03809,K19267","K00355,K03809,K19267",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00355': 'NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]',
 'K03809': 'NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]',
 'K19267': 'NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]'}"
R03828,https://www.genome.jp/dbget-bin/www_bget?rn:R03828,"K13917,K00987","K13917,K00987",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00987': 'mRNA guanylyltransferase [EC:2.7.7.50]',
 'K13917': 'mRNA-capping enzyme [EC:2.7.7.50 3.6.1.74]'}"
R03862,https://www.genome.jp/dbget-bin/www_bget?rn:R03862,"K21419,K00685","K21419,K00685",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00685': 'arginyl-tRNA---protein transferase [EC:2.3.2.8]',
 'K21419': 'arginyl-tRNA---protein transferase [EC:2.3.2.8]'}"
R03868,https://www.genome.jp/dbget-bin/www_bget?rn:R03868,"K16163,K01801","K16163,K01801",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K01801': 'maleylpyruvate isomerase [EC:5.2.1.4]',
 'K16163': 'maleylpyruvate isomerase [EC:5.2.1.4]'}"
R03869,https://www.genome.jp/dbget-bin/www_bget?rn:R03869,"K00128,K14085,K00149","K00128,K14085,K00149",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00128': 'aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]',
 'K00149': 'aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]',
 'K14085': 'aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 '
           '1.2.1.3]'}"
